Name,Offcd,Degree,School,Major,Edu_S,Edu_E
官员姓名,官员代码,学历/学位,毕业学校,专业,教育起始时间,教育终止时间
程连元,0000000660,研究生,北京工业大学,管理科学与工程,,
程连元,0000000660,本科,,工学,,
程连元,0000000660,博士,,管理学,,
程维高,0000000673,大专,中央党校,,1981.00,1982.00
程喜昌,0000000675,学习,鞍山第二钢铁学校,轧钢专业,,1956.07
程亚军,0000000680,本科,辽宁省委党校,农学,,
程振山,0000000684,学习,新疆维吾尔自治区奎屯农学院,农田水利,1976.10,1978.02
程振山,0000000684,本科,新疆大学,汉语言文学,1978.11,1982.07
程振山,0000000684,研究生,中央党校,党政干部管理,1985.09,1988.07
程政宁,0000000685,研究生,中央党校,,1983.09,1986.07
程志明,0000000686,本科,郑州粮食学院,,1980.09,1984.07
池必卿,0000000690,高中,太原市友仁中学,,1935.08,
池必卿,0000000690,学习,晋冀豫边区党校,,1938.10,
池秋娜,0000000691,大专,福建集美财经学校,企业财务,1979.09,1981.08
池秋娜,0000000691,进修,厦门大学,,1984.12,1987.06
池秋娜,0000000691,培训,福建省委党校,,1991.09,1993.07
池秋娜,0000000691,培训,福建省委党校,,2000.09,2000.12
池秋娜,0000000691,培训,中央党校,,2007.03,2007.07
仇保兴,0000000697,大专,杭州大学,物理,1974.09,1977.09
仇保兴,0000000697,培训,中央党校,,1989.09,1990.10
仇保兴,0000000697,博士,上海复旦大学,政治经济学,1996.02,1999.01
仇和,0000000699,本科,南京农学院,植物保护,1978.03,1982.01
仇和,0000000699,学习,省委党校,,1985.09,1986.01
仇和,0000000699,培训,江苏省高级管理人才经济研究班,,1995.04,1995.12
储波,0000000702,本科,天津大学,河川枢纽及水电站建筑,1962.09,1967.09
储波,0000000702,培训,中央党校,,1994.03,1994.05
褚光宇,0000000707,大专,哈尔滨电工学院,电缆,,1964.08
次仁,0000000712,培训,中央民院,,1981.09,1982.05
次仁,0000000712,培训,中央党校,,1989.09,1991.07
次仁,0000000712,进修,中央党校,,2000.09,2001.01
丛福奎,0000000721,本科,沈阳轻工学院,发酵工程,1962.00,1966.00
丛文景,0000000724,研究生,武汉大学,工程,,
崔保华,0000000728,大专,解放军西安政治学院,政治工作,1986.03,1989.02
崔保华,0000000728,本科,解放军海军工程学院,管理工程,1996.09,1999.06
崔保华,0000000728,研究生,中共四川省委党校,现代管理,2004.03,2006.06
崔保华,0000000728,研究生,西南交通大学,行政管理,2005.10,2008.06
崔林涛,0000000742,培训,陕西省委党校,,1983.02,1985.02
崔曰臣,0000000756,大专,山东师范学院,中文,1978.09,1980.07
崔曰臣,0000000756,进修,中央党校,,1994.09,1995.01
戴道晋,0000000765,学习,中国青年政治学院,政治教育,1984.08,1986.09
戴道晋,0000000765,研究生,湖南大学,工商管理,1996.09,1998.12
戴征社,0000000778,本科,西北农学院,农业机械化,1978.09,1982.07
戴征社,0000000778,研究生,西北农林科技大学,农业经济,1999.09,2001.09
旦科,0000000784,学习,西北政法学院,法律,1984.06,1985.07
旦科,0000000784,学习,中央民族学院,行政管理,1993.04,1994.12
旦科,0000000784,培训,青海省委党校,,1996.09,1996.11
旦科,0000000784,学习,青海广播电视大学,法律,1996.09,1999.11
旦科,0000000784,研究生,青海省委党校,社会学,2001.02,2004.02
旦科,0000000784,培训,中央党校,,2001.02,2004.02
刀林荫,0000000789,中专,云南省西双版纳州民族师范学校,中师,1973.09,1975.07
刀林荫,0000000789,大专,云南省委党校,党政管理,1986.09,1988.07
刀林荫,0000000789,本科,北京师范大学,政教,1989.09,1991.07
刀林荫,0000000789,研究生,中央党校,马克思主义哲学,2000.09,2003.07
邓保生,0000000790,博士,,,,
邓本元,0000000792,本科,上海交通大学,,,1987.01
邓本元,0000000792,进修,福建省委党校,,1998.11,1998.12
邓本元,0000000792,进修,中央党校,,2002.03,2002.07
邓海光,0000000800,研究生,中央党校,政治学理论,1999.03,2002.06
邓海光,0000000800,研究生,华南农业大学,农业经济管理,2003.09,2006.06
邓海光,0000000800,培训,中央党校,,2008.09,2009.01
邓鸿勋,0000000802,本科,江南大学,工业管理,1949.00,1953.00
邓梁波,0000000809,本科,南京航空航天大学,环境控制,1978.09,1982.07
邓梁波,0000000809,研究生,南京航空航天大学,结构强度与设计,1982.08,1985.01
邓梁波,0000000809,博士,兰州大学,工程力学,1985.03,1988.01
邓梁波,0000000809,博士后,西北工业大学,结构强度与设计,1988.01,1990.07
邓维龙,0000000817,进修,广东省中山大学,,1984.09,1986.08
邓维龙,0000000817,研究生,广东省委党校,经济学,1995.09,1998.07
邓伟根,0000000818,本科,暨南大学,企业管理系工业经济专业,1981.09,1985.09
邓伟根,0000000818,研究生,暨南大学,企业管理系工业经济专业,1985.09,1987.11
邓伟根,0000000818,博士,暨南大学,企业管理系工业经济专业,1987.11,1988.12
邓伟根,0000000818,研究生,暨南大学,企业管理系工业经济专业,1988.12,1992.01
邓先培,0000000820,本科,云南农业大学,农学,,
邓向阳,0000000821,本科,山东师范大学,历史,1978.09,1982.07
邓新民,0000000824,高中,射洪中学,,1964.09,1969.03
邓新民,0000000824,大专,中共四川省委党校,,1983.09,
邓耀华,0000000827,大专,,,,
邓永俭,0000000829,本科,,,,
邓有志,0000000832,本科,湖南师范大学,干训部文史专业,1983.03,1985.02
刁金祥,0000000839,中专,齐齐哈尔化学工业学校,,,
丁大卫,0000000842,本科,江苏省无锡机床职工大学,机械制造,1980.09,1983.05
丁大卫,0000000842,研究生,复旦大学,经济学,1992.09,1994.09
丁大卫,0000000842,培训,江苏省高级管理人才经济研究班,,1995.06,1995.12
丁海中,0000000846,大专,合肥工业大学,长度计量及仪器制造,1973.09,1976.11
丁海中,0000000846,研究生,合肥工业大学,管理工程,1980.09,1982.07
丁海中,0000000846,培训,中央党校,,1987.09,1988.07
丁解民,0000000850,研修,江苏农学院,农学,1980.09,
丁解民,0000000850,培训,中央党校,,1998.09,1999.07
丁解民,0000000850,研究生,中央党校,世界经济,1998.09,2001.07
丁巍,0000000861,本科,郑州大学,历史,1978.10,1982.08
丁巍,0000000861,研究生,天津大学,管理工程,1992.02,1993.12
丁巍,0000000861,培训,中央党校,,1996.09,1997.07
丁巍,0000000861,研究生,中央党校,法学理论,2004.03,2006.01
丁小强,0000000864,研究生,武汉大学,政治经济学,1996.09,1999.06
丁小强,0000000864,博士,武汉大学,政治经济学,2000.09,2004.12
丁小强,0000000864,进修,湖北省委党校,,2006.05,2006.07
丁小强,0000000864,培训,中央党校,,2009.03,2009.07
丁绣峰,0000000866,本科,河北师范大学,中文,1985.09,1987.07
丁绣峰,0000000866,研究生,中央党校,科学社会主义,2004.09,2007.07
丁雪峰,0000000868,本科,山西大学,中文,1986.09,1988.08
丁雪峰,0000000868,研究生,中央党校,经济管理,2000.09,2003.07
董保同,0000000874,本科,北京大学,原子核物理学,1981.09,1985.08
董保同,0000000874,进修,法国核安全与辐射防护研究所,,1987.07,1988.02
董保同,0000000874,本科,中国政法大学,法律,1989.09,1991.08
董保同,0000000874,培训,中央党校,,2005.03,2006.01
董军,0000000885,大专,甘肃省广播电视大学,汉语言文学,1979.09,1982.06
董军,0000000885,本科,中央党校,经济管理,1993.09,1995.07
董军,0000000885,研究生,陕西师范大学,经济学,1997.09,1999.07
董军,0000000885,研究生,西安交通大学,工商管理,2006.09,2009.05
董君舒,0000000886,本科,杭州大学,政治经济学,1978.03,1982.02
董明俊,0000000892,本科,山东矿业学院,矿井建设,1979.09,1983.08
董明俊,0000000892,进修,中央党校,,1997.09,1998.01
董明俊,0000000892,进修,国家行政学院,,2001.03,2001.06
董明俊,0000000892,本科,中央党校,,2000.08,2002.12
董明俊,0000000892,培训,中央党校,,2003.03,2004.01
董明俊,0000000892,研究生,中央党校,经济学,2004.03,2006.02
董绍林,0000000897,本科,哈尔滨师范学院,中文,,
董诗强,0000000898,本科,云南大学,历史,1975.08,1978.08
董诗强,0000000898,研究生,昆明理工大学,经济管理,1996.09,1998.08
董仚生,0000000903,培训,中央党校,,1997.09,1998.07
董仚生,0000000903,研究生,中央党校,经济学,,
董岩,0000000907,本科,山西师范学院,政史,1979.09,1983.08
董岩,0000000907,研究生,南开大学,市场营销,,
董永安,0000000910,本科,西安交通大学,主体动力工程,1978.04,1982.02
都本伟,0000000920,本科,辽宁大学,哲学,,
都本伟,0000000920,研究生,辽宁大学,外国哲学,,
都本伟,0000000920,博士,东北大学,管理工程,,
都伟,0000000922,本科,西北师范大学,,,
都伟,0000000922,学习,中华全国律师函授中心,法律,1987.09,1989.09
都伟,0000000922,培训,省委党校,,1996.09,
都伟,0000000922,研究生,中央党校,经济管理,2001.09,2004.06
杜昌文,0000000924,进修,山东农业机械化学院,,1980.12,1982.09
杜昌文,0000000924,研究生,中国共产党山东省委员会学校,经济管理,1995.09,1997.12
杜崇烟,0000000925,本科,吉首大学,中文,1978.09,1981.07
杜崇烟,0000000925,培训,省委党校,,1994.09,1995.01
杜崇烟,0000000925,研究生,,,,
杜光辉,0000000927,大专,四川省委第二党校,政治经济,1983.09,1985.08
杜吉明,0000000932,大专,黑龙江省电大,中文,1982.09,1985.07
杜吉明,0000000932,研究生,黑龙江大学,经济管理,1993.09,1995.09
杜吉明,0000000932,研究生,哈尔滨工业大学,高级工商管理,2005.06,2007.06
杜善学,0000000944,学习,山西财经大学,会计,1978.03,1982.01
杜善学,0000000944,研究生,山西大学,科学技术哲学,1998.09,2000.09
杜善学,0000000944,培训,中共中央党校,,2001.03,2002.01
杜世成,0000000945,大专,北京农机化学院,,1979.03,1979.09
杜世成,0000000945,进修,中央党校,,1998.03,1998.05
杜世成,0000000945,研究生,中央党校,政治学,1998.09,2001.07
杜永隆,0000000954,学习,晋察冀军区卫生部医生训练队,,1938.00,
杜宇新,0000000955,本科,黑龙江大学,中文,1973.08,1976.08
杜宇新,0000000955,研究生,中央党校,法律,1994.11,1997.04
杜源生,0000000956,本科,福建农学院,果树,,
杜梓,0000000960,本科,内蒙古师范学院,汉语,1975.10,1978.08
段敦厚,0000000964,本科,贵州大学,哲学,1978.09,1982.09
段敦厚,0000000964,培训,中央党校,,1989.09,1990.07
段远明,0000000976,大专,武汉工学院,机电,1971.02,1974.07
段跃庆,0000000977,本科,云南大学,中文,1978.02,1981.01
段跃庆,0000000977,培训,中央党校,,1997.09,1998.07
段志强,0000000978,本科,海拉尔蒙族师范学校,数学,1980.09,1984.08
段志强,0000000978,研究生,中国社会科学院,企业管理,1995.12,1998.11
段志强,0000000978,培训,中组部,,2003.09,2004.01
段志强,0000000978,研究生,中央党校,法学理论,2004.03,2006.01
段志强,0000000978,培训,中央党校,,2012.11,2012.12
多吉次珠,0000000980,中专,西藏自治区阿里地区狮泉河中学,,1976.07,1980.01
多吉次珠,0000000980,培训,中央党校,,1993.09,1994.07
多吉次珠,0000000980,研究生,四川省工商管理学院,工商管理,2003.11,2005.07
多吉泽仁,0000000981,本科,中央民族学院,政治理论,1971.11,1976.02
多吉泽仁,0000000981,培训,中央党校,,1987.09,1989.07
多杰才旦,0000000982,本科,北京师范大学教育系,,1948.09,
多杰才让,0000000983,本科,中央党校,,,
多杰热旦,0000000984,研究生,,,,
多托,0000000985,本科,中央民族学院,政治理论政治经济,1978.10,1982.07
多托,0000000985,培训,中央党校,,1994.09,1995.07
范多富,0000001003,本科,兰州理工大学,,1957.09,
范华平,0000001009,学习,红河州民族师范学校,,1980.09,1982.08
范华平,0000001009,大专,云南省委党校,经济管理,1994.09,1996.07
范华平,0000001009,本科,云南省委党校,经济管理,1996.09,1998.12
范华平,0000001009,进修,中国社科院,,1996.12,1998.11
范锐平,0000001016,本科,武汉大学,党政干部,1984.09,1986.07
范锐平,0000001016,研究生,华中科技大学,行政管理,2005.09,2007.06
范锐平,0000001016,培训,中央党校,,2008.03,2008.07
范锐平,0000001016,研究生,新加坡南洋理工大学,管理经济,2010.03,2011.02
范修芳,0000001021,大专,郑州建筑工程学校,,1979.02,1981.03
范修芳,0000001021,本科,天津大学,基本建设管理工程,1982.09,1984.07
范修芳,0000001021,研究生,河南省委党校,行政管理,1996.09,1999.02
范修芳,0000001021,研修,北京大学、美国哥伦比亚大学、英国政治经济学院、法国政治学院联办的“全球公共政策与管理研讨班,,2009.05,2009.08
范燕青,0000001023,本科,上海交通大学,电气化自动化,1977.03,1980.09
范燕青,0000001023,研究生,中欧国际工商学院,工商管理,2001.03,2003.03
方春明,0000001031,本科,安庆师范学院,政教,1984.09,1986.07
方春明,0000001031,本科,中央党校,政治,1991.08,1993.12
方春明,0000001031,学习,安徽工商管理学院,工商管理,1999.10,2002.04
方春明,0000001031,培训,清华大学、哈佛大学第3期公共管理高级培训班,,2004.06,2004.09
方敏,0000001040,学习,南京军事学院,政治,1952.05,1954.00
方宁,0000001042,本科,安徽大学,,1978.00,1982.00
方宁,0000001042,研究生,中央党校,世界经济,1996.00,1997.00
方宁,0000001042,博士,中国社会科学院,经济管理,1997.00,2003.00
方平,0000001043,本科,中国人民大学,工业经济,1978.09,1982.07
方玮峰,0000001046,本科,北京大学,政治学与行政管理,1985.09,1989.08
方西屏,0000001047,本科,安徽农学院,农经,1978.10,1982.09
方西屏,0000001047,研究生,复旦大学,,,
方小方,0000001049,大专,温江地区师范学校,,1974.08,1976.07
方小方,0000001049,函授,四川师范学院,数学,1979.09,1985.06
方晓宇,0000001050,本科,武汉地质学院,地球物理探矿,1977.03,1980.05
方晓宇,0000001050,培训,中央党校,,1988.09,1989.07
方晓宇,0000001050,研究生,天津大学,管理工程,1993.09,1996.03
方晓宇,0000001050,培训,中央党校,,1994.09,1995.01
方旋,0000001052,研究生,华南师范大学,植物生理,1982.08,1985.06
方旋,0000001052,学习,天津石化部第一设计院,,1975.11,1978.01
方旋,0000001052,学习,公派到澳大利亚学习,,1987.11,1988.04 
方旋,0000001052,研修,中央组织部,,2001.08,2001.09
方旋,0000001052,进修,广东省委党校,,2001.09,2001.12
方旋,0000001052,博士,华中科技大学,管理工程学,1999.02,2002.06
方之焯,0000001057,本科,复旦大学,分析化学,1961.09,
方仲如,0000001059,本科,北京大学,,1922.00,
房俐,0000001062,本科,吉林大学,国民经济管理,,
房俐,0000001062,研究生,吉林大学,世界经济（国际金融）,,
费高云,0000001068,本科,扬州工学院,电子系,1989.09,1993.08
费高云,0000001068,学习,南京大学,公共管理,2001.03,2004.12
费高云,0000001068,研修,省委组织部赴美第十一期高级研讨班,,2009.11,2010.01
丰立祥,0000001070,大专,太原工学院,铸造工艺及设备,1978.03,1981.12
丰立祥,0000001070,研究生,北京科技大学,,1993.08,1995.08
丰立祥,0000001070,博士,南京航空航天大学,,2002.02,2008.10
冯崇泰,0000001073,本科,清华大学,金属学及金属材料,1961.09,1967.09
冯崇泰,0000001073,研究生,中央党校,,1984.09,1986.07
冯改朵,0000001075,研究生,中央党校,,,
冯韶慧,0000001099,本科,河北师范大学,政教,1981.07,1985.07
冯韶慧,0000001099,研究生,新加坡南洋理工大学,管理经济学,,
冯顺桥,0000001102,学习,绍兴师范学校,,1974.11,1976.09
冯顺桥,0000001102,大专,浙江教育学院,英语,1982.09,1984.08
冯顺桥,0000001102,培训,中央党校,马克思主义哲学,2001.03,2002.03
冯顺桥,0000001102,研究生,中央党校,,2001.03,2004.01
冯新柱,0000001110,大专,西安统计学校,统计,1979.10,1981.07
冯新柱,0000001110,大专,陕西广播电视大学,商业企业经营管理,1983.06,1986.06
冯新柱,0000001110,本科,中央党校,经济管理,1993.08,1995.12
冯新柱,0000001110,研究生,陕西财经学院,财政学,1997.09,1999.12
冯新柱,0000001110,博士,西北大学,经济管理,2002.09,2004.07
